start	end	text
1891720	1899720	Na Amazon acaba vendendo aquelas toalhas de acampamento também para caso você não tenha acesso à água, você consegue fazer a sua higiene pessoal.
1899720	1906720	Mas sempre tem que ter água, sempre tem que ter coisas enlatadas, né, estocadas aí dentro de casa, porque você nunca sabe o que vai acontecer.
1906720	1912720	E quando tem o anúncio dos furacões, né, o geral corre no supermercado, assim.
1912720	1916720	Água é uma das coisas que acaba muito, muito rápido.
1916720	1920720	E nem de ter estoque no supermercado também, né, não dá tempo de restocar.
1920720	1928720	O pessoal fala aqui que a comida de furacão é chips, né, Doritos, Ruffles, esse tipo de alimento.
1928720	1935720	Porque é uma coisa fácil que você não precisa esquentar, né, dar aquela enganada no estômago, caso seja necessário.
1935720	1937720	Você também não vê nada.
1937720	1940720	E principalmente essas sopas enlatadas também, que acaba muito rápido.
1940720	1947720	Então, quando fala que vai vir um furacão, todo mundo corre para o supermercado e aí você vê um monte de prateleira vazia também.
1947720	1949720	É uma experiência única, né.
1949720	1957720	E, Lohiane, você pode contar um pouquinho da tua rotina de trabalho, como é que é o teu dia a dia, como é que é a tua stack de desenvolvimento?
1957720	1960720	Bem, eu trabalho com Java.
1960720	1964720	Eu sempre fui, né, desde o início da minha carreira eu sempre fui uma desenvolvedora Java.
1964720	1971720	Depois eu comecei a trabalhar com um pouquinho com a parte de front-end, né, com uma parte de JavaScript, HTML, CSS.
1971720	1978720	Então, a minha stack é basicamente Java com Spring, JPI Hibernate no back-end.
1978720	1988720	Com a parte de front-end a gente utiliza XJS, que eu trabalho até hoje também, ainda tem projetos com XJS e com Angular agora também.
1988720	1992720	Então, é um combo aí bem bacana essa parte do Angular com Spring agora.
1992720	1998720	Tem muita oportunidade de emprego aí, acho que tanto no Brasil quanto fora do Brasil também.
1998720	2002720	E é isso, né. E aí, claro, tem parte de mensageria, né.
2002720	2010720	Tem os outros detalhes aí do design da arquitetura em si, mas é basicamente Java com Angular.
2010720	2013720	E aqui a gente faz o híbrido agora, né.
2013720	2016720	Durante a pandemia a gente ficou completamente remoto, né.
2016720	2019720	Mas agora a gente está começando a voltar para o híbrido.
2019720	2025720	Então, a gente fica 60% do tempo em casa, né. E dois dias a semana aí no escritório.
2025720	2033720	E, Lohiane, eu vi que o seu marido está aprendendo a programar aí, potencialmente fazendo uma transição diária também, né.
2033720	2037720	Como é que está indo isso? Como é que está sendo essa evolução para ele?
2037720	2042720	É, ele decidiu agora, né, estudar também. A gente acabou trocando o nosso tipo de visto.
2042720	2047720	Com esse visto novo ele perdeu a permissão dele de trabalhar, né.
2048720	2052720	Para o pessoal que não é familiarizado com a parte de visto de trabalho aqui dos Estados Unidos.
2052720	2057720	Existem vistos de trabalho em que o parceiro e a parceira podem trabalhar também, né.
2057720	2060720	Então você pode tirar a permissão de trabalho.
2060720	2066720	E existem vistos que somente o titular pode trabalhar, que é o visto que a gente está agora, que a gente trocou.
2066720	2069720	E aí com isso, como ele vai ficar agora meio que em casa, né.
2069720	2073720	Ele decidiu estudar, fazer alguma coisa aí com o tempo dele.
2073720	2077720	E decidiu vir para essa área de tecnologia, pelo menos tentar, né.
2077720	2081720	A gente vai estudar aí um ano e vamos ver como é que vai ficar depois.
2081720	2083720	E ele começou agora, tem três semanas, né.
2083720	2089720	Ele não está estudando todos os dias, mas ele começou a fazer aquele 100 dias de código, né.
2089720	2093720	Que é uma hashtag aí de uma iniciativa bem bacana.
2093720	2095720	E está documentando aí o passo a passo dele.
2095720	2098720	Começou a estudar lógica de programação.
2098720	2101720	E começou agora com uma linguagem mesmo, né.
2101720	2103720	Fez toda a parte básica.
2103720	2109720	O que eu demorei para aprender seis meses na faculdade, ele aprendeu com duas semanas, com dez dias estudando, né.
2109720	2111720	De forma, assim, bem surpresa.
2111720	2113720	E ele aprendeu muito rápido.
2113720	2116720	Conseguiu fixar bastante rápido aí os conceitos.
2116720	2118720	Isso é uma coisa interessante, né.
2118720	2122720	Para as pessoas, às vezes, que estão estudando, você não se cobrar tanto, né.
2122720	2126720	Eu demorei seis meses para aprender aquilo que ele aprendeu em dez dias estudando.
2126720	2129720	Então não dá para você se comparar com outra pessoa, né.
2129720	2135720	Cada pessoa acaba tendo aí o seu próprio ritmo, a forma com que estuda, né.
2135720	2140720	A forma que consegue absorver as informações e aplicar e praticar aquelas informações.
2140720	2144720	Então isso é uma coisa que eu gosto bastante de falar, é de não se comparar.
2144720	2147720	Porque eu gastei seis meses e ele gastou dez dias, né.
2147720	2150720	Mas no final, né, o importante é você saber, né.
2150720	2153720	Conseguir aprender e ir no seu ritmo. Isso que é importante.
2153720	2155720	Agora ele está aprendendo Python.
2155720	2160720	Porque a gente fez uma pesquisa aqui com as vagas que tem aqui na nossa região.
2160720	2164720	Então tem bastante vaga de Python e bastante vaga de Java.
2164720	2170720	Ele vai estudar as duas linguagens, vai ver o básico de Python, o básico de Java.
2170720	2175720	Vai ver qual que é a linguagem que ele se adapta melhor, que ele gosta mais.
2175720	2178720	E aí ele vai focar os estudos naquela linguagem.
2178720	2181720	Então a gente vai acompanhando aí passo a passo dele até...
2181720	2183720	Vamos ver o que vai acontecer aí daqui a um ano.
2184720	2189720	Bacana demais. Que seja um sucesso completo essa evolução para ele aí.
2189720	2192720	E quem sabe no futuro ele toque uma entrevista comigo também.
2192720	2194720	Opa! Vamos ver.
2194720	2196720	Essa é bacana.
2196720	2200720	E falar em evolução e tudo mais.
2200720	2206720	Tem alguma área da tecnologia ou programação que seja com a qual você não trabalhe hoje,
2206720	2210720	mas que você quem sabe gostaria de trabalhar um dia?
2210720	2216720	Essa parte de Machine Learning, Inteligencia Artificial, Engenharia de Dados,
2216720	2219720	são áreas que estão muito em alta.
2219720	2222720	É um dos motivos do meu esposo estar aprendendo Python agora.
2222720	2224720	Vamos ver se ele vai curtir.
2224720	2229720	Mas é uma coisa que eu tenho bastante curiosidade de saber.
2229720	2237720	Não a parte de você treinar os modelos, mas você analisar e conseguir manusear os dados
2237720	2244720	para que esses dados fiquem de forma que possam ser consumidos por um modelo, por exemplo, de Machine Learning.
2244720	2248720	Uma coisa que eu acho extremamente interessante é uma área que está muito em alta
2248720	2250720	e que eu não tenho experiência.
2250720	2255720	Uma coisa que um dia talvez eu gostaria de trabalhar, de saber como é que é.
2255720	2260720	E, Luiane, a gente está falando aqui já por um tempinho.
2260720	2263720	Você passou aqui por várias oportunidades de trabalho.
2263720	2267720	Você trabalha, você mudou de país, você fez faculdade.
2267720	2272720	Olhando para o passado, tem alguma coisa que você pensa assim,
2272720	2274720	porra, eu deveria ter feito isso de forma diferente?
2274720	2276720	Tem algo que você teria mudado?
2276720	2281720	Olha, fazer de forma diferente, tem várias coisas que a gente faria de forma diferente.
2281720	2288720	Depois que você tem a experiência falando, caramba, eu poderia ter feito isso de uma outra forma,
2288720	2291720	que seria muito mais fácil, teria consumido muito menos tempo.
2291720	2298720	É sempre bom você fazer essas reflexões, das lições aprendidas para quem sabe no futuro fazer de forma diferente.
2298720	2304720	Mas uma coisa que eu gosto muito de falar, se eu faria algo diferente,
2304720	2309720	essa é uma pergunta que é meio que complicada de responder,
2309720	2316720	porque se você fizesse algo diferente, isso poderia mudar o futuro.
2316720	2318720	A entrada é igual ao algoritmo.
2318720	2322720	Dependendo da entrada que você tem, você tem uma saída diferente.
2322720	2328720	Então, apesar de você ter lições aprendidas e fazer as reflexões,
2328720	2333720	que poderia ter feito algo diferente, de fato eu realmente não mudaria,
2333720	2337720	porque os erros que a gente comete, as lições que a gente aprende
2337720	2345720	e talvez a saída desse algoritmo da vida não teria o resultado que a gente tem hoje.
2345720	2350720	O tal do efeito borboleta, de você mudar alguma coisa que você fez no passado,
2350720	2354720	aquilo tem toda uma aplicação na sua vida, de repente é melhor não mudar nada não.
2354720	2356720	Exatamente.
2356720	2362720	E você, pensando aqui na nossa audiência, que eu falei para você, o nosso grupo dos programadores,
2362720	2369720	composto basicamente de pessoas iniciantes, pessoas que estão tentando aprender,
2369720	2371720	e tentar entender, será que esse negócio de tecnologia é para mim,
2371720	2374720	será que esse negócio de programação é algo que eu vou gostar,
2374720	2376720	o que você recomendaria para essas pessoas?
2376720	2381720	O que você acha que seria interessante que elas fizessem para tentar evoluir na carreira?
2381720	2388720	Então, esse negócio de talvez não é para mim, acho que se você não tentar, você nunca vai saber.
2388720	2394720	Acho que o arrependimento de você não fazer algo e ficar sempre se perguntando,
2394720	2399720	se eu tivesse feito isso, eu acho que esse é um dos piores pensamentos
2399720	2403720	e uma das piores experiências que você pode ter, porque você sempre vai estar se perguntando.
2403720	2408720	Nesse caso, acho que principalmente em questão de estudo,
2408720	2412720	eu tenho para mim uma filosofia de que estudar nunca é demais.
2412720	2418720	Então, se eu adquirir aquele conhecimento, eu estudar e eu tentar, mesmo que não dê certo,
2418720	2422720	pelo menos eu sei que não vai dar certo, mas eu tentei.
2422720	2426720	Então, acho que esse é um dos principais motivos, aquela mesma coisa,
2426720	2430720	será que eu aplico para essa vaga, será que eu falo com a pessoa tal,
2430720	2435720	será que eu vou lá para bater um papo com aquela pessoa?
2435720	2438720	Vai lá, o não você já tem.
2438720	2444720	Então, você tenta e vê se você consegue mudar essa resposta do não para um talvez
2444720	2446720	ou até mesmo para um sim.
2446720	2449720	Então, para mim, acho que essa é uma coisa importante.
2449720	2454720	A área de tecnologia em si é uma área, principalmente a área de desenvolvimento.
2454720	2458720	A gente tem diversas áreas dentro da tecnologia, mas aqui eu tenho experiência mesmo,
2458720	2461720	é com a parte de desenvolvimento de software,
2461720	2465720	é uma área que está sempre requerendo que a gente estude.
2465720	2469720	Nós vamos ser eternos estudantes trabalhando com essa área de desenvolvimento
2469720	2473720	porque sempre tem uma tecnologia nova, uma ferramenta nova,
2473720	2476720	então tem que gostar de estudar trabalhando nessa área.
2476720	2480720	Então, é uma coisa que a gente tem que ter em mente, isso sempre.
2480720	2485720	E, às vezes, como eu falei, não se comparar com outras pessoas.
2485720	2488720	Eu aprendi a parte básica de algoritmo em seis meses,
2488720	2493720	meu esposo conseguiu aprender isso em dez dias estudando, em duas semanas.
2493720	2498720	É não se comparar com outras pessoas porque cada pessoa tem o seu próprio roteiro,
2498720	2501720	aprende de uma forma, tem pessoas que são mais visuais,
2501720	2505720	tem pessoas que precisam praticar muito para conseguir aprender alguma coisa,
2505720	2509720	tem pessoas que gostam mais de material escrito,
2509720	2512720	tem pessoas que gostam mais de material em vídeo,
2512720	2517720	nem toda didática que você está vendo, está vendo um vídeo no YouTube
2517720	2521720	de um determinado assunto, veja de três, quatro pessoas diferentes
2521720	2525720	porque talvez você se identifique com uma didática de uma outra pessoa.
2525720	2528720	Então, tem essa questão também de você fazer meio que um match
2528720	2532720	da informação que você está absorvendo
2532720	2535720	com a forma com que você gosta de absorver aquela informação
2535720	2537720	ou que consegue aprender melhor.
2537720	2540720	E dificuldades também vão aparecer.
2540720	2543720	Eu acho que todo mundo quando passa, começa a estudar,
2543720	2546720	em algum momento vai sentir dificuldades,
2546720	2549720	em algum momento vai começar a se perguntar,
2549720	2551720	será que isso mesmo é para mim?
2551720	2553720	E a questão é de você não desistir.
2553720	2556720	Eu acho que quanto mais você praticar,
2556720	2560720	praticar é uma coisa extremamente essencial na nossa área,
2560720	2564720	quanto mais você pratica, mais você vai conseguir absorver melhor as informações
2564720	2567720	e vai ficando melhor naquilo também.
2567720	2569720	E não desistir.
2569720	2571720	Quando eu estive na minha faculdade,
2571720	2573720	eu tive muita dificuldade com as questões de algoritmo.
2573720	2575720	Não fazia sentido nenhum para mim.
2575720	2578720	Comecei a praticar muito até que um dia,
2578720	2580720	meio que no estalar de dedos,
2580720	2582720	começou a fazer sentido.
2582720	2585720	Do nada, tudo aquilo que eu estava estudando durante seis meses
2585720	2587720	passou a fazer sentido.
2587720	2589720	Então, talvez isso também aconteça com você.
2589720	2591720	Em relação à idade também,
2591720	2594720	não deixe que isso seja um fator também.
2594720	2598720	Existem várias pessoas que vão pelo um caminho, por exemplo,
2598720	2601720	tradicional, que começa desde o final da adolescência
2601720	2607720	e já querendo saber e estudar para a carreira que vai seguir o resto da vida.
2607720	2610720	E tem pessoas que fazem transições, trocam de carreiras.
2610720	2612720	Isso é uma coisa completamente normal também.
2612720	2615720	Então, não deixe que isso seja um fator também
2615720	2618720	para que você não tente fazer alguma coisa.
2618720	2620720	Meu esposo está com quase 40 anos agora.
2620720	2623720	Então, ele vai tentar fazer uma carreira completamente...
2623720	2625720	começar de novo.
2625720	2627720	E existe espaço para isso no mercado.
2627720	2631720	Qualquer que seja o trajeto que você vá fazer,
2631720	2634720	faça o seu trajeto.
2634720	2638720	Vai aí no seu passo, no seu espaço de tempo,
2638720	2641720	que uma hora as coisas vão se encaixar.
2641720	2644720	Com toda certeza. Excelentes recomendações aqui.
2644720	2647720	E você teria dicas de...
2647720	2649720	Obviamente, além dos seus livros,
2649720	2652720	você tem dica de livro, música, jogos, filmes
2652720	2656720	ou qualquer outra coisa que você gostaria de compartilhar aqui com o nosso ouvido.
2656720	2658720	Não necessariamente da área de tecnologia?
2658720	2660720	Bem, acho que da área de TI...
2660720	2663720	Vou começar com a parte de livros da área de tecnologia.
2663720	2667720	Principalmente no começo, a gente vê muita,
2667720	2669720	mas muita indicação de livros.
2669720	2673720	Se você faz parte da BoleTech, do Twitter
2673720	2675720	ou de algum grupo do Facebook,
2675720	2679720	muitas pessoas vão começar a recomendar livros para você.
2679720	2683720	Existem alguns livros que são excelentes,
2683720	2687720	mas tem livros também que são específicos de linguagem.
2687720	2690720	Essa questão de boas práticas, dessas coisas,
2690720	2692720	acho que principalmente no início,
2692720	2695720	não é uma coisa que você precisa focar muito.
2695720	2698720	Você tem que focar em aprender aquilo,
2698720	2701720	mesmo que seja o algoritmo mais longo,
2701720	2704720	um algoritmo que não é otimizado, nem nada.
2704720	2708720	Mas foca em conseguir ter uma saída, ter um resultado.
2708720	2712720	Com o tempo, depois você vai aprendendo a otimizar aquilo,
2712720	2715720	vai escrever o algoritmo de forma mais bonita,
2715720	2719720	vai aprender as boas práticas, mas isso tudo é contente.
2719720	2722720	Não se preocupa em ler esses livros
2722720	2725720	que geralmente são recomendados logo no início.
2725720	2728720	Tem um livro, por exemplo, de Java,
2728720	2731720	que eu gosto muito, muito mesmo,
2731720	2734720	para pessoas que já aprenderam o básico.
2734720	2736720	Isso não é um livro para quem está começando,
2736720	2739720	mas é um livro que já aprenderam o básico mesmo,
2739720	2741720	que é o Java efetivo.
2741720	2744720	É um livro excelente, excelente mesmo.
2744720	2747720	Outros livros, como eu falei, vão aparecendo.
2747720	2751720	Tem uns livros mais queridos das pessoas, por exemplo,
2751720	2754720	Código Livro, Arquitetura de Microsserviços,
2754720	2757720	essas coisas, se preocupe bem depois que você já tiver
2757720	2760720	fera no que você está fazendo,
2760720	2764720	para depois você começar a focar e ler esses livros.
2764720	2767720	Tem um outro livro que eu gosto bastante também,
2767720	2769720	que é o Mindfulness,
2769720	2772720	principalmente para a gente que trabalha com tecnologia,
2772720	2774720	a gente está sempre meio que estressado,
2774720	2777720	e sempre na correria, muitos projetos para entregar.
2777720	2781720	É um livro que ajuda bastante, às vezes, você focar.
2781720	2783720	É um livro mais voltado para...
2783720	2785720	Não vou dizer que a saúde mental,
2785720	2788720	mas acaba ajudando bastante você na saúde mental,
2788720	2790720	não se desesperar.
2790720	2793720	É um livro que vai te ajudar a ter mais foco.
2793720	2795720	Então, me ajudou muito.
2795720	2797720	Às vezes não querer fazer as coisas na correria,
2797720	2799720	só porque tem que fazer uma coisa.
2799720	2801720	E às vezes você parar, respirar um pouquinho,
2801720	2804720	e depois voltar com calma, ajuda bastante.
2804720	2806720	É uma prática muito legal,
2806720	2809720	acho que independente da área em que você está,
2809720	2811720	é uma leitura bem interessante.
2811720	2815720	E sobre séries, músicas, essas coisas,
2815720	2819720	sobre séries, a gente acabou de assistir aqui de novo,
2819720	2822720	eu tinha visto bastante quando eu era um pouco mais nova,
2822720	2825720	a gente decidiu reassistir Friends.
2825720	2827720	Acho que Friends, para o pessoal,
2827720	2829720	às vezes o pessoal pergunta o que eu devo aprender
2829720	2832720	ou alguma coisa para fazer uma carreira internacional.
2832720	2835720	Gente, inglês é uma coisa fundamental.
2835720	2839720	E uma das coisas que eu gosto bastante de ajudar
2839720	2843720	a aprender inglês foi assistir seriados.
2843720	2846720	Então, pegue seriados do estilo que você goste.
2846720	2850720	Friends foi um seriado que me ajudou a aprender inglês bastante também.
2850720	2853720	E esses dias eu passei a reassistir,
2853720	2855720	para poder lembrar um pouquinho.
2855720	2858720	Então, sempre tem uma palavra ou uma expressão,
2858720	2862720	às vezes que você não lembrava ou que você não sabia ainda.
2862720	2864720	Mesmo reassistindo, você acaba aprendendo de novo.
2864720	2867720	Isso é uma coisa que eu acho interessante.
2867720	2872720	E, Loian, a gente está se aproximando aqui de uma hora de bate-papo.
2872720	2875720	Tem alguma pergunta que eu não fiz
2875720	2877720	e que você gostaria que eu tivesse feito?
2877720	2880720	Eu acho que a gente cobriu bastante coisa, viu?
2881720	2883720	Falamos até de furacão, né?
2883720	2885720	Bastante chão realmente aqui.
2885720	2890720	E você quer divulgar alguma informação para contato, rede social,
2890720	2894720	alguma forma das pessoas entrarem em contato com você?
2894720	2896720	Opa, agradeço aí o espaço.
2896720	2899720	Bem, quem quiser manter o contato depois,
2899720	2901720	eu estou no Twitter, que é o arroba Loiani,
2901720	2903720	estou também no Instagram, que é o arroba Loiani.
2903720	2907720	São as redes sociais que eu mais acabo acessando assim no dia a dia mesmo.
2907720	2911720	E também tem muito material gratuito lá no meu canal do YouTube.
2911720	2913720	É só pesquisar aí por Loiani Groner.
2913720	2917720	Acaba baixando aí as playlists de Angular e de Java também.
2917720	2922720	Então espero que, se é um assunto que alguém esteja aí tentando aprender,
2922720	2925720	que tenha algum material lá que possa ajudar.
2925720	2928720	E, Loiani, eu queria tirar aqui um minuto para te agradecer.
2928720	2931720	Na Flórida já são uma hora da tarde, sábado, né?
2931720	2936720	E você está aqui papiando comigo e compartilhando aqui a tua história fantástica com todo mundo.
2936720	2940720	E queria te agradecer não só por isso, mas também por todo esse conteúdo,
2940720	2942720	todo o ensinamento que você tem aqui,
2942720	2944720	toda a ajuda que você dá para as pessoas.
2944720	2947720	Sempre muito bem disposta a ajudar todo mundo.
2947720	2951720	E conteúdo fantástico aqui com o pessoal que está tentando aprender e evoluir.
2951720	2953720	Muito obrigado por todo o teu trabalho aí.
2953720	2955720	Muito obrigada. Eu que agradeço.
2955720	2958720	E o convite de novo de aqui mais uma vez.
2958720	2960720	Obrigado. Um abração para você aí.
2960720	2962720	Igualmente.
2962720	2964720	Chegamos ao final de mais um episódio.
2964720	2966720	Agradeço a todos a atenção.
2966720	2968720	E o nosso site é osprogramadores.com
2968720	2970720	Participem e até o próximo episódio.
2970720	2972720	Um bom dia para todos.
