start	end	text
1855680	1862000	legal, eu acho que é um ciclo né, esse pessoal está ali, se a gente não continuar né, o pessoal que
1862000	1868280	está assistindo daqui a algum tempo esse pessoal tem que seguir a frente né, para que esse movimento
1868280	1873680	continue, é um ciclo né, você está recebendo, você dá de volta, quem recebe dá de volta e assim vai,
1873680	1878480	e fiquei com aquilo na cabeça, falei gente olha que quantidade de oportunidade que eu estou tendo,
1878480	1884120	quanta gente não tem essa oportunidade né, então fiquei com isso passando na minha cabeça direto,
1884120	1889120	falei será que eu não posso ajudar de alguma maneira, será que não tem algo que eu posso fazer
1889120	1895880	para contribuir ou para dar de volta, e aí fiquei com uma cabeça, falei mas será que eu sei alguma
1895880	1901200	coisa, será que eu sou boa em alguma coisa, será que eu consigo liderar alguma coisa, será que eu
1901200	1906040	consigo criar um grupo, e aí comecei a pensar nisso, comecei a pensar, pensar, pensar, eu falei ah,
1906040	1911880	pô tem uma coisa que eu gosto bastante, não sei muito mas eu gosto bastante, que é a história do
1911880	1917400	R, e R tem tudo a ver, eu já sabia que a Google por exemplo, tinha muito estatística dentro da
1917400	1923320	Google e que R era a ferramenta que eles mais utilizavam, eu falei por que não algo do R,
1923320	1928520	porque é algo que eu gosto, algo que eu quero saber mais, e imagina ter uma comunidade de R,
1928520	1935600	assim vai ser um sonho, e já existia comunidade do R, já existia um grupo de R, e eu falei não,
1935600	1940880	mas não dá para ser um grupo como um outro qualquer, porque uma das coisas que eu notei
1940880	1949880	quando eu estava indo a esses eventos, principalmente aqui no Vale do Silício, era que 95% da audiência
1949880	1956280	do pessoal assistindo e do pessoal falando, eram homens brancos, então eu como estrangeira mulher,
1956280	1962880	eu sempre me sentia meio que um peixe fora da água, e ficava sempre no meu cantinho, com muito assim
1962880	1967680	medo de interagir, não sabendo muito bem o que fazer, não sentindo ali parte daquela comunidade,
1967680	1974400	eu estava ali como se fosse assim uma mosquinha vendo o que estava acontecendo, e aí foi a história,
1974400	1979280	eu falei não, eu quero criar um grupo em que as pessoas se sintam à vontade, em que as pessoas
1979280	1985360	possam fazer perguntas, e que todo mundo se sinta incluída nessa comunidade, e aí foi a história,
1985360	1991760	eu falei por que não R Ladies, e daí veio a história do R Ladies, e aí o R Ladies foi criado,
1991760	1999560	nosso primeiro evento foi em outubro de 2012, então a gente acabou de fazer 10 anos, e aí o resto é,
1999560	2006360	eu brinco, o resto é história, porque o R Ladies cresceu de uma maneira que saiu de ser em São Francisco,
2006360	2014560	hoje em dia a gente tem grupos, que a gente chama de capítulos, em mais de 200 cidades do mundo,
2014560	2021680	em mais de 60 países, com mais de 100 mil membros, então é uma coisa assim absurdamente grande,
2021680	2024800	a menor noção de onde ia chegar.
2024800	2033040	Era absolutamente incrível você poder ajudar tantas pessoas, imagina, milhares de pessoas aprendendo,
2033040	2038960	e sabe-se lá o que essas pessoas vão criar, e que impacto social que elas vão ter também,
2038960	2044240	que isso é sensacional, e não terminou aí, você também criou o EA Inclusive, correto?
2044240	2050680	Isso, exatamente, depois de já estar um tempo com a Ladies, e quando eu estava trabalhando na área de
2050680	2058040	Inteligência Artificial, começou a ter a discussão sobre discriminação, sobre racismo,
2058040	2063560	sobre a implicação da Inteligência Artificial na vida das pessoas, então começou a ter essa conversa
2063560	2072680	lá pelos anos de, que eu comecei a ver mais, 2018, 2019, 2019 então o negócio realmente explodiu,
2072680	2078760	então existiam alguns casos em alguns lugares, mas não tinha esse conhecimento que a gente tem hoje em dia
2078760	2085880	dos problemas, e aí lá em 2019 eu comecei a pensar sobre isso, aquilo estava me incomodando muito
2085880	2092040	sobre essa história de vários governos e empresas utilizando a Inteligência Artificial, principalmente
2092040	2099320	com a parte de reconhecimento facial, e aquilo me deixou numa inquietação, que eu falei, mas eu estou aqui
2099320	2106760	participando disso, envolvida nessa conversa, e a gente sabe que a grande maioria das pessoas que irão ser
2106760	2112760	impactadas vão ser as pessoas da minoria, e a minoria não sabe, não tem a menor ideia do que está acontecendo,
2112760	2118760	ela não tem a menor ideia do efeito, como isso irá afetar a vida delas, e aí comecei a pensar nisso,
2118760	2123400	eu preciso fazer alguma coisa, preciso fazer alguma coisa, mas como é que eu posso fazer, como é que eu consigo conciliar tudo,
2123400	2130680	como é que eu consigo atingir pessoas para poder entender o que está acontecendo, e aí eu falei, por que não a história da comunidade,
2130680	2136680	que é algo que eu gosto tanto, que eu faço bem, e que eu vi pelo trabalho do All Ladies, que a gente consegue entrar
2136680	2144680	dentro de comunidades sub-representadas, ou de difícil acesso, ou de minoria, que essa parte de você ter capítulos locais
2144680	2150680	é uma maneira que você consegue se infiltrar e crescer, e aí eu falei, vou criar uma outra organização,
2150680	2156680	mais ou menos parecida com o All Ladies, e daí veio a história do AI inclusive, em que o foco inicial, primeiro,
2156680	2164680	era você trazer o conhecimento dos problemas, as pessoas precisam entender que o mundo que a gente está vivendo atualmente,
2164680	2172680	tudo que você tem ao seu redor, tem energia artificial, tem conexão, tem racismo, discriminação,
2172680	2178680	você está sendo coletado o tempo inteiro, então elas precisam entender que essa coisa que você pensa de IAR,
2178680	2184680	que é uma coisa futurística e que a gente não está lá não, a gente está, e você vai ter muitos problemas com isso,
2184680	2192680	então o nosso primeiro foco era esse, de trazer esse conhecimento, e o segundo foco era como é que a gente pode trazer essas pessoas
2192680	2198680	para o mundo da inteligência artificial, como é que a gente pode trazer mais diversidade para a área de inteligência artificial,
2198680	2206680	como é que a gente pode capacitar, empoderar essas pessoas para entrarem nessa área, então desde 2019 o meu foco
2206680	2209680	tem sido bastante no AI inclusive.
2209680	2218680	E Gabriela, você recentemente mudou de emprego também, você está na Microsoft agora, você pode contar um pouquinho sobre esse trabalho novo?
2218680	2230680	É, tem quase um mês, eu de novo, o que eu vou fazer a próxima vez, o que será que eu vou fazer, e aí eu resolvi voltar para a história de advocate,
2230680	2239680	para estar mais perto da comunidade de novo, e aí eu tinha essa vaga na Microsoft, muito interessante também de gerenciar um time,
2239680	2247680	trabalhando também na área de inteligência artificial, machine learning, neuroscience, mas que o público em que a gente está trabalhando são estudantes,
2247680	2256680	então o meu time e meu time maior também, a gente está focado na parte de educação, de faculdade, de escolas, que eu digo assim, universidades,
2256680	2266680	então a gente trabalha com estudantes, com professores, e tem muita coisa legal acontecendo, mas assim, entender de programas, e pouca gente sabe disso,
2266680	2278680	mas eu acho muito legal, porque é uma super oportunidade, a gente tem programas em que a gente, os estudantes, eles podem se tornar embaixadores da Microsoft,
2278680	2288680	em que eles têm treinamento, você tem todo um treinamento de como utilizar produtos da Microsoft, como utilizar GitHub, a gente não pode esquecer que o GitHub é da Microsoft,
2288680	2300680	você tem acesso a muitos produtos da Microsoft de graça ao entrar nesse programa, você tem certificações que são de graça, que você pode fazer com os produtos da Microsoft,
2300680	2308680	como o Azure, você tem o GitHub for Education, em que você tem o GitHub de graça, e várias outras coisas que vêm junto com o GitHub,
2308680	2319680	então o nosso foco é com a história de estudante, então a gente prepara conteúdo para estudante, a gente prepara workshop, a gente faz parceria com universidades
2319680	2329680	para utilizar conteúdos que a gente já tem, ou produtos da Microsoft que vão facilitar, ou que vão até também capacitar esses alunos para entrarem no mercado,
2329680	2341680	então são ferramentas que são importantes para os alunos saberem, então a gente faz parceria com as universidades também, e a minha área de foco é realmente criar machine learning e data science.
2341680	2354680	Gabriela, você tem uma carreira aqui que você está lidando com, como a gente fala em inglês, o topo do food chain, você tem lidado com um monte de tecnologias interessantes e diferentes,
2354680	2363680	mas será que tem alguma coisa na área de tecnologia com a qual você não trabalha ou não tenha trabalhado, mas que você gostaria de trabalhar um dia?
2363680	2373680	Essa é uma ótima pergunta, porque eu não sei se hoje, agora nesse momento você tem algo que eu falo assim, bom daqui a 5, 10, 15 anos isso é o que eu quero fazer.
2373680	2381680	Eu acho que é tão difícil porque está tudo mudando tão rapidamente que provavelmente amanhã vai aparecer algo que eu vou ficar muito interessada,
2381680	2389680	ou daqui a alguns meses, ou daqui a alguns anos, e que eu vou falar, não, é isso que eu quero fazer, mas assim, eu acho que agora, e eu penso muito no meu presente,
2389680	2399680	a história dos estudantes e até pelo meu background, vindo do Brasil e como a gente não tem oportunidade, se a gente tivesse oportunidade, todo mundo deslancharia,
2399680	2412680	então eu estar trabalhando com estudantes agora para mim é o meu sonho, é poder abrir portas, é trazer oportunidade para essa galera com foco em lugares que têm menos acesso.
2412680	2423680	Então você imagina você ganhar treinamento, você ter esses treinamentos em que ela vai te inserir no mercado, ou assim, tem várias histórias de alunos que fizeram parte desse programa
2423680	2433680	e que trabalham na Microsoft, pessoas do time, e que foi isso, elas fizeram esse programa e aí anos depois elas foram fazer parte do time.
2433680	2444680	Então isso para mim hoje em dia é o meu sonho, assim, de estar trabalhando com essa parcela da população. Eu não sei se daqui a cinco, dez anos isso ainda vai ser o que eu quero trabalhar,
2444680	2449680	é difícil de saber, mas se você me perguntando hoje em dia, eu acho que isso é o que eu, eu estou bem feliz onde eu estou.
2449680	2460680	Muito bacana. E, Gabriela, voltando um pouco aqui na parte da diversidade, que a gente tocou um pouco antes na conversa aqui, mas acho que seria importante a gente ouvir de você também,
2460680	2472680	o que você acha que as pessoas que trabalham na área de tecnologia em geral podem e devem fazer para aumentar a diversidade necessária, que ainda é a diversidade ainda muito pequena, né?
2472680	2475680	O que você acha que todos nós deveríamos fazer?
2475680	2482680	Essa é uma ótima pergunta. Tem vários pontos, além da história da capacitação, e tem sempre a discussão,
2482680	2496680	tem sempre a discussão, ah, mas se você está trazendo uma diversidade, você está baixando, está lowering the bar, você está diminuindo o que é necessário e que para mim é uma total besteira isso que está sendo falado.
2496680	2508680	Agora eu acho que assim, por exemplo, o processo de entrevista, ele tem que ser mais inclusivo desde o início, né? Então vou dar um exemplo, se você está entrevistando, se você é um entrevistador,
2508680	2519680	você é a empresa que está contratando, na hora que você está criando um processo de entrevista ou de seleção, você não tem processos inclusivos, então quando a gente fala de diversidade, a gente não está falando de diversidade de gêneros,
2519680	2531680	mas a gente está falando de diversidade sendo uma gama de características, digamos assim. Então desde o processo de, sei lá, você ter um, aqui é muito comum de você ter um take-home assignment,
2531680	2545680	um dever de casa em que você tem, sei lá, dez horas durante uma semana, vamos pensar assim, para fazer aquele dever de casa. E aí aquilo pode ser muito difícil, sei lá, eu como, se tem uma família, tem pessoas para cuidar,
2545680	2559680	eu não tenho esse tempo livre para fazer esse tipo de exercício, então você já está excluindo um pedaço da população ou a história do whiteboard, né? Então o whiteboard, nem todo mundo se sente confortável para fazer aquilo,
2559680	2570680	então acho que você tem que ter uma flexibilidade ali para você conseguir se adaptar e aí conseguir realmente, isso já ajuda na história da diversidade, a história que eu ia falar na entrevista, né?
2570680	2585680	Então se eu, como vamos supor, mulher, na hora que eu vou entrevistar em empresas e todas as pessoas que me entrevistam nessa empresa são homens, eu falo algo está errado, eu não vou me sentir confortável naquele ambiente,
2585680	2600680	eu não estou vendo nenhuma diversidade ali, ninguém ali como eu, ninguém ali que eu consigo me identificar, então para mim já é uma red flag, então você ter um, os entrevistadores que sejam bastante diversos, que representem a diversidade da empresa,
2600680	2611680	essa é uma outra questão. A outra parte é a gente falar sobre a história de mentoria, de você ter outros tipos de oportunidades também dentro da empresa, a história da capacitação,
2611680	2619680	acho que esses são alguns exemplos que eu posso pensar, assim, sobre como melhorar essa situação da diversidade.
2619680	2631680	Gabriela, olhando a tua carreira aqui e tudo que você fez até agora e com certeza vai fazer um monte de coisa no futuro, teria alguma coisa diferente, que você teria feito alguma coisa de forma diferente no passado?
2631680	2648680	Você sabe que eu me perguntei isso durante muito tempo e quando eu olho para trás hoje em dia eu falo não, eu não teria feito nada diferente, por muito tempo eu me sentia culpada de estar fazendo o que eu estava fazendo e de ir e vir e não ter tomado um rumo na vida muito cedo.
2648680	2659680	Durante a época que isso estava acontecendo era muito difícil para me enxergar o que vinha depois, mas quando eu olho para trás eu falo não, olha tudo o que aconteceu eu acho que foi maravilhoso,
2659680	2672680	porque várias coisas que eu fiz durante a minha vida, em que no momento eu achava que era uma perda de tempo, ou que achavam por mim que era uma perda de tempo, que você não está seguindo um caminho que vai tirar futuro,
2672680	2684680	quando eu olho para trás várias coisas que eu fiz elas me tornaram a Gabriela que eu sou hoje, então assim eu sou muito grata por todas as mesias, todas as vindas e todas as curvas que eu tomei durante a minha trajetória,
2684680	2695680	porque elas me transformaram nessa Gabriela, uma pessoa única que tem todo esse caminho que foi trilhado e que não foi linear, então assim eu não faria nada diferente.
2695680	2706680	Nessa mesma linha considerando os programadores a gente tem uma comunidade grande com muita gente que está começando e se questionando e pensando o que vai fazer, como é que vai fazer,
2706680	2714680	que tipo de recomendação você teria para as pessoas que estão começando hoje, estão lá na Gabriela de alguns anos atrás?
2714680	2726680	Olha, hoje como a gente tem muita facilidade da internet, que tem uma facilidade e dificuldade porque você tem muita informação e às vezes você fica perdido, você não sabe por onde você vai, porque é tanta coisa,
2726680	2737680	então eu acho que assim você poder de repente se espelhar em alguém e falar assim não eu quero ser exatamente essa pessoa então vou seguir ali, vou pegar umas dicas daquela pessoa, você tem umas inspirações,
2737680	2749680	hoje em dia a gente consegue fazer bastante isso, então assim e ver o que funciona para você, então a gente tem toda essa discussão nessa área de ciência de dados sobre será que eu devo aprender essa linguagem,
2749680	2763680	será que eu devo aprender essa outra linguagem, será que eu devo fazer o curso tal, aquele outro curso, eu acho que é tudo do indivíduo, então para mim por exemplo o R foi a primeira exposição que eu tive ali a programação e é a primeira linguagem que eu vou fazer,
2763680	2775680	se eu tiver que fazer alguma coisa, vai ser a primeira linguagem que eu vou pegar, porque é que eu me sinto mais confortável, mas tem pessoas que preferem Python por motivos parecidos ou por outros motivos ou porque precisam fazer alguma coisa
2775680	2786680	e que uma linguagem não está disponível, você tem que fazer outro, então eu acho que é muito de você experimentar e ver o que funciona para você, eu acho que a experimentação também vai te trazer grãos no final da conta,
2786680	2798680	a outra parte também que eu sempre falo que para mim é muito assim porque eu gosto muito de vídeo por exemplo, então e eu gosto de uma coisa mais assim tradicional, um currículo mais, eu gosto de currículo,
2798680	2813680	então para mim é muito mais fácil ir fazer um curso do que ter que estudar sozinha, para mim é muito mais fácil fazer um vídeo do que pegar um livro e ter que aprender sozinha, para mim é muito mais fácil estar inserida na comunidade e aprender juntas do que ficar sozinha,
2813680	2824680	então eu fui também aprendendo o que funciona para mim melhor, então acho que é você experimentar e ver o que é o melhor para você, não, eu gosto disso, eu gosto daquilo e o resto você vai, uma vez que você acha isso,
2824680	2829680	você consegue ir para os próximos passos e vai aprendendo mais e mais.
2829680	2836680	Como a gente conversou lá no começo do papo aqui, não existe um caminho único, as coisas não são necessariamente lineares.
2836680	2838680	É, não, totalmente.
2838680	2847680	Gabriela, você tem dicas de livro, música, jogos, filmes ou alguma outra coisa que você gostaria de recomendar aqui para a nossa audiência?
2847680	2860680	Olha, eu tenho alguns livros que eu gosto, desde livros técnicos para não técnicos, um livro que eu acho que para quem quer saber um pouco mais da área de ciência de dados, da carreira,
2860680	2868680	todos infelizmente são em inglês, mas tem um que se chama Bill da Career and Data Science, que é da Emily Robson e da Jacqueline Knowles,
2868680	2878680	em que fala, você tem entrevistas com vários cientistas de dados que trabalham em áreas diversas e fala um pouquinho também de como você conseguiu seu primeiro emprego,
2878680	2884680	como você escreveu seu currículo, do valor da comunidade, então eu gosto desse livro porque ele sai um pouco do técnico,
2884680	2893680	assim, ele não vai te ensinar como funciona o modelo de machine learning, te dá uma visão geral e aí tem uns livros mais técnicos,
2893680	2903680	eu acho que um outro que eu gosto é o R para Ciência de Dados, então R for Data Science, em que ele está disponível online de graça, mas também você tem o livro impresso,
2903680	2912680	é um outro livro que eu gosto bastante, que apesar de ser escrito com foco no R, eu acho que ele te dá vários conceitos ali que estão inseridos no livro,
2912680	2921680	em que ele é meio que independente da linguagem, esses conceitos são utilizados independente de que linguagem você está usando.
2921680	2929680	Sobre, eu estou pensando aqui sobre filmes, é tão raro, eu acho que a vida tem, pelo menos a minha vida tem sido tão corrida,
2929680	2937680	que é impossível, com família e tudo, assim, tem sido impossível para mim sentar e assistir um filme, então assim, eu assisto muita besteira na televisão,
2937680	2949680	porque eu acho que é quando meu cérebro fala assim, não, agora eu preciso assistir algo que seja muito tranquilo, que não seja violento, que seja assim, só para eu descansar, né,
2949680	2956680	assim, as coisas que eu assisto, totalmente aleatória, não tem nada assim que eu consiga pensar, estou tentando pensar se tem algo assim,
2956680	2963680	nossa, esse aqui eu acompanhei e assisti, eu acho que talvez eu não assista tanto televisão assim, para recomendar.
2963680	2973680	E livros, eu sempre tento escutar livro, ler livro, vou lendo pouquinho em pouquinho cada dia, não leio um monte de livro, mas eu escuto bastante,
2973680	2981680	tem um livro que se chama The High Five Habit, fala sobre a história de você acordar todo dia de manhã e meio que dar um high five em você,
2981680	2992680	que aquilo ali meio que dita como é que vai ser o seu resto do dia, tem um outro livro que eu achei interessante em que ele fala sobre como que os designers eles destruíram o mundo, sabe,
2992680	3001680	então, assim, fala muito sobre essa história de como você desenha aplicativos em que são discriminatórios ou que você está excluindo uma parte da população,
3001680	3010680	eu acho que é, eu gosto muito de casos assim, coisas que são práticas, então eu gosto de ler coisas que eu consigo me relacionar ou que tem a ver com o meu dia a dia,
3010680	3016680	leio bastante sobre a parte de gerenciamento, sobre liderança, esse tipo de livro.
3016680	3024680	Ótimas recomendações aqui, e Gabriela, tem alguma pergunta que eu não fiz e que você gostaria que eu tivesse feito?
3024680	3031680	Eu não sei se pergunta, mas eu queria, assim, chamar todo mundo para quem está ouvindo, estudantes principalmente,
3031680	3042680	para saber um pouquinho mais do que a gente está fazendo na Microsoft com esse programa de para estudantes, né, que se chama, você tem o Microsoft Learning e você tem um hub para estudantes
3042680	3053680	em que tem bastante material, bastante vídeos e o legal disso tudo é que você tem essas aulas em que você faz tudo ali dentro da página, né,
3053680	3060680	então os notebooks são todos inseridos na página, você não precisa instalar nada no seu computador e aí você vai seguindo esses tutoriais,
3060680	3069680	tem vários caminhos, não só de ciência de dados, mas para desenvolvedor e tudo mais, e aí se você se inscreve também,
3069680	3079680	tem como você se inscrever para os produtos da Microsoft e aí você tem acesso a não só a Microsoft, a nuvem, né, o cloud e a Azure e os produtos,
3079680	3089680	mas você também, se você quiser fazer, além disso, quiser fazer parte do programa, você tem acesso a outras coisas, além da comunidade, né,
3089680	3096680	que são, sei lá, centenas de pessoas no mundo inteiro que fazem parte desse programa de Student Ambassador,
3096680	3106680	então você tem acesso a várias pessoas no mundo inteiro, você tem acesso aos Cloud Advocating, que são pessoas que são exporters em várias áreas da tecnologia
3106680	3119680	e você tem acesso aos produtos não só ligados à tecnologia, mas até o Office, né, então você tem acesso a Excel, né, acesso a Word e você tem acesso ao GitHub Education,
3119680	3127680	vários outros produtos, então a minha chamada aqui é para o pessoal ir saber um pouquinho mais de como funciona esse nosso programa,
3127680	3139680	depois você pode dividir, Marcelo, o link, mas se chama Microsoft Learn Student Hub e tem a versão em português, eu não sei como é que eles chamam em português,
3139680	3148680	mas existe essa mesma versão em que o site é praticamente todo em português e aí tem eventos, tem muita coisa, eu acabei de chegar lá,
3148680	3155680	eu só sei que tem muita coisa, muita coisa legal que eu como estudante adoraria que tivesse tido na época que eu era estudante, né,
3155680	3160680	então todo dia eu entro ali para ver o que está acontecendo e vou aprendendo coisas novas também.
3160680	3166680	Isso é absolutamente fantástico, né, e eu justamente mencionar para você, a gente tem lá a comunidade dos programadores,
3166680	3175680	a gente tem um pouco mais de 4 mil pessoas inscritas, né, aprendendo a programar, usando GitHub, usando várias ferramentas para aprender,
3175680	3186680	mas uma das dificuldades que a gente tem é ainda o domínio do inglês, né, que não é reforçado na educação do Brasil e muitas dessas ferramentas são todas em inglês,
3186680	3196680	então esse trabalho de localização desse hub e tudo mais é de profunda importância, né, para ajudar o pessoal realmente a se engajar e aprender cada vez mais,
3196680	3205680	exatamente como você disse, né, eu sou mais antigo que você, né, na minha época que eu estava aprendendo algumas coisas também, programar e tudo mais,
3205680	3214680	a gente ia para a livraria, o livro custava uma fortuna e a gente tinha que ler o livro na livraria, que era tudo em inglês, não tinha nada em português e custava uma fortuna, né,
3214680	3223680	a gente ia para a Avenida Rio Branco, no prédio da Avenida Central, você deve saber onde é que é isso, e no Rio de Janeiro, né, e tinha uma livraria chamada Ciência Moderna, a gente ia ler,
3223680	3231680	então você vê essas ferramentas, essas coisas sendo criadas por Microsoft e outras empresas do mundo, é absolutamente fantástico, o futuro será brilhante com certeza,
3231680	3240680	e com relação ao teu contato, tem alguma coisa que você queira mencionar aqui, Twitter, e-mail ou com o LinkedIn, alguma outra conta que você queira divulgar aqui?
3240680	3249680	É, eu sou bastante ativa no LinkedIn, no Twitter, no Instagram, acabei de criar uma conta no TikTok, porque eu sei que o pessoal está usando TikTok, os estudantes,
3249680	3259680	então, é, estou tentando achar maneiras em que eu consiga me conectar mais com os estudantes, mas o meu LinkedIn, pelo meu nome lá, tem bastante informação,
3259680	3267680	o problema das redes é que tem vários nomes, não vários nomes, mas o meu username não é diferente do outro, não tem uma padronização,
3267680	3278680	mas tem o meu site que é kroz.com, também tem bastante coisa lá, todas as minhas informações e as redes, mas qualquer rede eu estou bastante conectada,
3278680	3286680	isso é um prazer, se alguém tiver alguma pergunta e quiser saber mais sobre o programa, mesmo que não saiba o inglês, tem muito material em português,
3286680	3296680	e tem essa comunidade, né, a gente divide as comunidades também por regiões, então tem a comunidade do português, tem a comunidade que fala espanhol, tem a comunidade que fala inglês,
3296680	3304680	então você também tem essa comunidade que não tem maneira melhor de você aprender do que ter pessoas com você nessa jornada.
3304680	3313680	Gabriela, eu sei que já são aqui no nosso horário 1h16 da tarde, a gente está tirando o tempo do nosso almoço aqui para ter esse papo aqui sensacional,
3313680	3321680	e eu queria te agradecer pelo teu tempo, agradecer você contar, compartilhar aqui essa sua história maravilhosa com a gente, muito obrigado pelo teu tempo, hein.
3321680	3322680	Obrigada a você, é um prazer.
3322680	3323680	Tchau, um abração.
3323680	3324680	Um abraço.
3324680	3332680	Chegamos ao final de mais um episódio, agradeço a todos a atenção, e o nosso site é osprogramadores.com.
3332680	3337680	Participem e até o próximo episódio. Um bom dia para todos.
