start	end	text
2289480	2293240	And that gives you a better idea of what directions you might go.
2293240	2297560	But it's a fine example of one of these random things where you don't actually know which
2297560	2301400	is the right alternative and the best you can do is try some of it and see what happens.
2302760	2309720	Just wondering, do you have any books, music, movies or any recommendations, no matter what
2309720	2312200	topic you'd like to share with the audience?
2312200	2316280	I know you have a long list of books that I'm going to include in the podcast notes,
2316280	2320680	but I'm just wondering if you have any specific recommendations, again, books, music, movies,
2320680	2322680	or anything that you'd like to share?
2322680	2329080	There's a collection of things that I think people might find interesting.
2330520	2335560	You may have noticed that Fred Brooks died within the last couple of weeks.
2335560	2341800	Fred Brooks was the architect of the IBM 360, which is a computer system that set IBM on
2341800	2343480	a path for many, many years.
2344600	2348280	He was a very distinguished professor at the University of North Carolina.
2349160	2356040	And he wrote a great book about his experience as the chief architect at IBM.
2356760	2358760	It's called The Mythical Man Month.
2358760	2363800	And it was originally written, I guess, probably in the, I'll make up a number, the 80s.
2363800	2364840	I used to have to look it up.
2365320	2372200	And then I, a new edition some years later, and it's a really, really good discussion of
2372840	2377800	some of the things involved in doing software from the perspective of somebody who is managing
2377800	2379320	a big software project.
2379320	2381800	And it's really gracefully written in a lot of ways.
2381800	2388680	And so that's one of a fairly small number of computer books that I go back and reread
2388680	2392840	from time to time for whatever insights it might have.
2393080	2398280	The world is different now than it was when Fred was working at IBM and then writing the book.
2398280	2400440	But there's certainly good things in it.
2402200	2408200	Another one that I, because it's sitting right close to me, I can see it, is a wonderful book
2408200	2410120	called How to Lie with Statistics.
2410680	2413720	And again, it's a book, it was written, I think, in 1953.
2413720	2414920	So it's quite an old book.
2415960	2422760	But it's basically about how to detect places where somebody is giving you the wrong impression.
2423320	2425400	With the numbers that they're presenting to you.
2425400	2427960	It shows some examples of graphical trickery.
2427960	2431240	It shows you examples of bad computation.
2431240	2436440	And all of the text, in some sense, the numbers are a little dated because they're from the 1950s.
2436440	2438600	But the ideas in it are timeless.
2439160	2445560	And with computers, we can do a much more effective job of lying today than we used to be able to,
2445560	2447880	because we can draw even fancier graphics.
2447880	2453000	And so I think it's a very useful small book that's kind of fun to read.
2453000	2459960	There is for people who are in English speaking countries, a wonderful collection material on how
2459960	2465160	to write English well, called The Elements of Style, which is written by Strunk and White.
2465160	2469800	Again, it's a book that at this point was close to 100 years old, but updated somewhat.
2471160	2476120	And so I found that a book that is useful for helping me to write better English.
2476120	2481080	And so for your friends and colleagues who are writing Portuguese, I'm sure there are similar
2481080	2487960	books, books that tell you how to make effective use of your language to better communicate with
2487960	2489320	the people who are going to read.
2489320	2495480	And so I think it's one of those things where knowing how to write well is very effective.
2495480	2503640	And knowing how to write well for people who are not as technically capable as you and I might be,
2503640	2508200	right for audiences who are, their expertise is somewhere different.
2508200	2512840	So how do you write a book for somebody who's, for example, a history major as opposed to a
2514040	2515720	programmer, that kind of thing?
2516920	2517960	And I think that's useful.
2518520	2522440	I'm sure that you could definitely find examples of that sort of thing.
2522440	2525240	Think about what makes good writing what doesn't.
2525240	2529320	And of course, along with that, a useful personal skill is how to speak well.
2529880	2535480	Can you talk about what you do to an audience of people who are not in that field and make
2535480	2537480	them think that's interesting?
2537480	2538520	I learned something.
2538520	2544040	And so being able to speak well about what you do is also a very useful kind of thing to do.
2544840	2551000	And I don't have books on how to do that, but that's a useful way to think about what to do,
2551000	2553160	how to make effective use of what you've got.
2553560	2555400	Those are fantastic recommendations.
2555400	2556280	So thank you.
2556280	2557000	Thank you for that.
2557880	2568360	And Brian, I realize I could spend 10 years with you and we still have lots of topics to discuss,
2569000	2573480	but I know you have limited time and you so graciously volunteer that time here.
2573480	2579720	I'm wondering if there are any questions that you believe I should have asked today and I
2579720	2580760	have not asked it yet.
2580760	2589320	No, I think you've covered pretty much everything in a very orderly, organized kind of way,
2589320	2593080	which is very nice and helpful from my perspective.
2593080	2596040	So I really appreciate the chance to talk with you.
2596680	2600920	Hope that some of this will be interesting for the folks who listen to the podcast eventually.
2600920	2604440	Oh, it's I can guarantee it's incredibly interesting.
2605480	2607240	It's absolutely fantastic.
2607880	2612360	Is there anything else in particular that you'd like to mention and share with the
2612360	2613800	audience before we close?
2615000	2617080	No, I think that's probably the whole story.
2617960	2622840	Again, Brian, I just want to take a moment again to thank you for so graciously donating
2622840	2628200	your time and I should let people know that we had we attempted this recording a couple
2628200	2633320	weeks ago and we had a problem with the tool that we're using and you agreed to record again.
2633320	2635080	So thank you so much for your time.
2635160	2637640	It's been an incredible privilege speaking with you today.
2637640	2638600	No, my pleasure.
2638600	2640040	Thank you very much, myself.
2640040	2640540	Cheers.
